Date,Experiment,Facebook,Youtube
2018-4-29,intervention,0,0
2018-4-30,intervention,0,0
2018-5-1,intervention,45.037000000000006,0
2018-5-2,intervention,0,0
2018-5-3,intervention,32.488,0
2018-5-4,intervention,70.307,0
2018-5-5,intervention,93.91799999999998,0
2018-5-6,intervention,0,0
