Date,Experiment,Facebook,Youtube
2018-4-29,intervention,3.5869999999999997,723.0910000000001
2018-4-30,intervention,315.82,179.538
2018-5-1,intervention,0.854,0
2018-5-2,intervention,289.43299999999994,0
2018-5-3,intervention,2.687,65.61699999999999
2018-5-4,intervention,33.175999999999995,0
2018-5-5,intervention,209.815,0
2018-5-6,intervention,0.818,0
