Date,Facebook,Youtube
2018-4-22,10.814,6.398
2018-4-23,0.846,40.735
2018-4-24,2678.684,0
2018-4-25,4.389,13.977999999999998
2018-4-26,0.247,0
2018-4-27,64.676,0
2018-4-28,1.296,220.92899999999997
