Date,Facebook,Youtube
2018-4-21,2.247,0
2018-4-22,0,432.18899999999996
2018-4-23,276.84600000000023,0
2018-4-24,0,0
2018-4-25,191.31600000000006,162.79199999999997
2018-4-26,0,0
2018-4-27,32.019,0
2018-4-28,0,185.02899999999997
