Date,Facebook,Youtube
2018-4-22,0.942,0
2018-4-23,547.8319999999998,0
2018-4-24,74.03500000000001,107.244
2018-4-25,1.5899999999999999,0
2018-4-26,512.8179999999999,284.22099999999995
2018-4-27,1.039,28.745
2018-4-28,90.694,922.5859999999998
